fecha,game_id,liga,local,visita,goles_local,goles_visita,xg_local,xg_visita,npxg_local,npxg_visita,tiros_local,tiros_visita,sot_local,sot_visita,cuota_h,cuota_d,cuota_a
2025-12-13,30344,bundesliga,Ein Frankfurt,Augsburg,1,0,1.52024,0.655733,1.52024,0.655733,11,12,4,1,1.7,4.2,4.33
2025-12-13,30346,bundesliga,Hoffenheim,Hamburg,4,1,2.48806,1.40522,2.48806,0.647439,10,14,6,5,1.7,4.33,4.2
2025-12-13,30347,bundesliga,St Pauli,Heidenheim,2,1,1.00037,1.8944,1.00037,1.8944,8,20,5,7,1.95,3.4,4.0
2025-12-14,30342,bundesliga,Bayern Munich,Mainz,2,2,4.67956,0.803171,3.92179,0.803171,24,5,11,2,1.09,11.0,21.0
2025-12-14,30345,bundesliga,Freiburg,Dortmund,1,1,1.10621,1.47427,1.10621,1.47427,21,9,6,4,3.25,3.5,2.15
2025-12-14,30349,bundesliga,Werder Bremen,Stuttgart,0,4,0.607898,2.05209,0.607898,2.05209,9,24,3,12,2.9,3.8,2.25
2025-12-19,30351,bundesliga,Dortmund,M'gladbach,2,0,1.65394,0.221237,1.65394,0.221237,10,6,4,1,1.55,4.5,5.5
2025-12-20,30350,bundesliga,Augsburg,Werder Bremen,0,0,1.49411,0.90686,1.49411,0.90686,14,9,6,0,2.25,3.5,3.1
2025-12-20,30352,bundesliga,FC Koln,Union Berlin,0,1,0.677102,1.4739,0.677102,1.4739,13,11,2,3,2.3,3.3,3.1
2025-12-20,30353,bundesliga,Hamburg,Ein Frankfurt,1,1,1.09769,1.09137,1.09769,1.09137,9,9,3,3,2.6,3.6,2.55
2025-12-20,30356,bundesliga,RB Leipzig,Leverkusen,1,3,1.93929,2.70478,1.93929,2.70478,19,15,7,8,2.1,3.8,3.2
2025-12-20,30357,bundesliga,Stuttgart,Hoffenheim,0,0,1.46116,0.154175,1.46116,0.154175,10,4,3,1,2.0,3.8,3.4
2025-12-20,30358,bundesliga,Wolfsburg,Freiburg,3,4,1.30583,2.65964,1.30583,1.90186,13,15,6,8,2.5,3.6,2.75
2025-12-21,30354,bundesliga,Heidenheim,Bayern Munich,0,4,1.48758,3.36795,1.48758,3.36795,8,23,1,11,13.0,9.5,1.14
2025-12-21,30355,bundesliga,Mainz,St Pauli,0,0,1.87368,0.227249,1.87368,0.227249,13,5,1,1,1.95,3.4,4.1
2026-01-09,30362,bundesliga,Ein Frankfurt,Dortmund,3,3,1.66426,2.29827,0.906488,2.29827,12,16,6,6,3.6,3.8,1.95
2026-01-10,30359,bundesliga,Leverkusen,Stuttgart,1,4,1.98318,2.68822,1.22541,1.93044,16,10,4,7,1.95,4.1,3.4
2026-01-10,30364,bundesliga,Heidenheim,FC Koln,2,2,2.14635,2.75624,2.14635,2.75624,14,21,6,9,2.9,3.5,2.38
2026-01-10,30363,bundesliga,Freiburg,Hamburg,2,1,2.93517,0.850812,2.1774,0.850812,20,10,7,5,1.8,3.6,4.5
2026-01-10,30366,bundesliga,Union Berlin,Mainz,2,2,3.6505,1.56492,3.6505,1.56492,17,9,5,6,2.15,3.25,3.7
2026-01-11,30360,bundesliga,Bayern Munich,Wolfsburg,8,1,3.54931,1.08515,3.54931,1.08515,16,8,10,3,1.11,11.0,17.0
2026-01-11,30361,bundesliga,M'gladbach,Augsburg,4,0,3.57201,1.57502,2.81424,1.57502,12,17,7,2,1.85,3.8,4.0
2026-01-13,30369,bundesliga,Dortmund,Werder Bremen,3,0,2.31769,0.39948,2.31769,0.39948,18,6,8,3,1.4,5.0,7.0
2026-01-13,30373,bundesliga,Mainz,Heidenheim,2,1,1.95686,1.23557,1.95686,1.23557,13,15,6,4,1.75,3.8,4.33
2026-01-13,30375,bundesliga,Stuttgart,Ein Frankfurt,3,2,3.54461,0.896468,3.54461,0.896468,20,12,11,5,1.73,4.2,4.2
2026-01-14,30370,bundesliga,FC Koln,Bayern Munich,1,3,0.714659,2.11635,0.714659,2.11635,8,19,3,8,10.5,7.5,1.22
2026-01-14,30372,bundesliga,Hoffenheim,M'gladbach,5,1,4.3777,0.83294,3.61992,0.83294,18,7,10,5,1.85,3.9,3.8
